"","Restaurant","Product_Name","Price","User-Rating","No-Ratings","Address","Feature1","Feature2","Feature3","Feature4","Feature5","City","ProperAddress","Location","RestaurantLatitude","RestaurantLongitude","CenterLatitude","CenterLongitude","distance","size"
"254","Rustica Pizzéria","Margarita twister (12db)","2140",4.5,31,"Szentháromság utca 6","Nemzetközi","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Szeged","Szeged Szentháromság utca 6","Bohém Tanya, 6, Szentháromság utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6722, Magyarország",46.2471009,20.1455791,46.2546312,20.1486016,"0.8688832955636241 km","12"
"255","Rustica Pizzéria","Margaréta pizza (32cm)","1440",4.5,31,"Szentháromság utca 6","Nemzetközi","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Szeged","Szeged Szentháromság utca 6","Bohém Tanya, 6, Szentháromság utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6722, Magyarország",46.2471009,20.1455791,46.2546312,20.1486016,"0.8688832955636241 km","32"
"256","Salt and Pepper","Margaréta pizza (32cm)","1790",4.8,923,"Antall József utca 24","Pizza","Hamburger","Algida","Készpénzes fizetés","SZÉP kártyás fizetés","Debrecen","Debrecen Antall József utca 24","Antall József utca, Miklóskapu, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4025, Magyarország",47.5236162,21.6233505,47.531399,21.6259782,"0.8876373874478637 km","32"
"257","Station Bistro","Margherita pizza (32cm)","1750",4.7,385,"Petõfi tér 10","Olasz","Hamburger","Amerikai","Pizza","Készpénzes fizetés","Debrecen","Debrecen Petõfi tér 10","Petõfi presszó, 10, Petõfi tér, Ispotály, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4025, Magyarország",47.5210074,21.6268256,47.531399,21.6259782,"1.1571105243718227 km","32"
"258","Station Bistro","Margherita pizza (52cm)","3540",4.7,385,"Petõfi tér 10","Olasz","Hamburger","Amerikai","Pizza","Készpénzes fizetés","Debrecen","Debrecen Petõfi tér 10","Petõfi presszó, 10, Petõfi tér, Ispotály, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4025, Magyarország",47.5210074,21.6268256,47.531399,21.6259782,"1.1571105243718227 km","52"
"259","Street Magic","Street Margareta pizza (32cm)","1690",4.1,197,"Búza utca 6","Mexikói","Hamburger","Amerikai","Saláta","Pizza","Budapest","Budapest Búza utca 6","Három Haver Sörözõ, 6, Búza utca, Kaszásdûlõi lakótelep, III. kerület, Budapest, Közép-Magyarország, 1033, Magyarország",47.5581132,19.0449152,47.4983815,19.0404707,"6.649466558061807 km","32"
"260","Street Magic","Street Margareta pizza (36cm)","1990",4.1,197,"Búza utca 6","Mexikói","Hamburger","Amerikai","Saláta","Pizza","Budapest","Budapest Búza utca 6","Három Haver Sörözõ, 6, Búza utca, Kaszásdûlõi lakótelep, III. kerület, Budapest, Közép-Magyarország, 1033, Magyarország",47.5581132,19.0449152,47.4983815,19.0404707,"6.649466558061807 km","36"
"261","Tímár26 Pizza","Margherita pizza (26cm)","1430",4.9,207,"Tímár utca 26","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Pécs","Pécs Tímár utca 26","Tímár utca, Zidina, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7621, Magyarország",46.0745592,18.2339055,46.0763222,18.2280746,"0.4917949147795442 km","26"
"262","Tímár26 Pizza","Margherita pizza (32cm)","2030",4.9,207,"Tímár utca 26","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Pécs","Pécs Tímár utca 26","Tímár utca, Zidina, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7621, Magyarország",46.0745592,18.2339055,46.0763222,18.2280746,"0.4917949147795442 km","32"
"263","Tímár26 Pizza","Margherita di bufala pizza (32cm)","2500",4.9,207,"Tímár utca 26","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Pécs","Pécs Tímár utca 26","Tímár utca, Zidina, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7621, Magyarország",46.0745592,18.2339055,46.0763222,18.2280746,"0.4917949147795442 km","32"
"264","Tímár26 Pizza","Margherita di bufala pizza (26cm)","1910",4.9,207,"Tímár utca 26","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Pécs","Pécs Tímár utca 26","Tímár utca, Zidina, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7621, Magyarország",46.0745592,18.2339055,46.0763222,18.2280746,"0.4917949147795442 km","26"
"265","Trattoria La Coppola","Pizza Margherita (32cm)","1990",4.5,43,"Károlyi utca 19","Pizza","Olasz","NetPincér GO","SZÉP kártyás fizetés","Érintkezésmentes kiszállítás","Budapest","Budapest Károlyi utca 19","La Coppola, 19, Károlyi utca, Belváros, Budapest, Közép-Magyarország, 1053, Magyarország",47.4914492,19.0578404,47.4983815,19.0404707,"1.5188971314480084 km","32"
"266","Trattoria Pizzeria Monza","Margherita pizza (32cm)","1425",4.1,7,"Krúdy Gyula utca 2","Tészta","Pizza","NetPincér GO","SZÉP kártyás fizetés","Érintkezésmentes kiszállítás","Budapest","Budapest Krúdy Gyula utca 2","Don Leone, 2, Krúdy Gyula utca, Palotanegyed, Budapest, Közép-Magyarország, 1088, Magyarország",47.4901869,19.0668324,47.4983815,19.0404707,"2.1853720807611423 km","32"
"267","Trattoria Toscana","Margherita D.O.C. pizza (32cm)","2790",4.7,98,"Belgrád rakpart 13","Pizza","Olasz","Ételérzékenyeknek is","Készpénzes fizetés","SZÉP kártyás fizetés","Budapest","Budapest Belgrád rakpart 13","L'enoteca, 13-15, Belgrád rakpart, Belváros, Budapest, Közép-Magyarország, 1056, Magyarország",47.4886851,19.0545842,47.4983815,19.0404707,"1.514334027104914 km","32"
"268","Trattoria Za-Za","Margherita pizza (32cm)","1290",4.3,109,"Ráday utca 16","Olasz","Magyaros","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés","Budapest","Budapest Ráday utca 16","Trattoria, 16, Ráday utca, Belsõ-Ferencváros, Budapest, Közép-Magyarország, 1092, Magyarország",47.4875924,19.0631314,47.4983815,19.0404707,"2.0867842083003314 km","32"
"269","Trófea Grill Étterem","Margherita pizza (38cm)","1500",4.6,899,"Király utca 30","Pizza","Olasz","Magyaros","Hamburger","Amerikai","Budapest","Budapest Király utca 30","Trófea Grill, 30-32, Király utca, Terézváros, Budapest, Közép-Magyarország, 1061, Magyarország",47.4999044,19.0595401,47.4983815,19.0404707,"1.4467221504469994 km","38"
"270","Trófea Grill Étterem","Margherita pizza (28cm)","1100",4.6,899,"Király utca 30","Pizza","Olasz","Magyaros","Hamburger","Amerikai","Budapest","Budapest Király utca 30","Trófea Grill, 30-32, Király utca, Terézváros, Budapest, Közép-Magyarország, 1061, Magyarország",47.4999044,19.0595401,47.4983815,19.0404707,"1.4467221504469994 km","28"
"271","Turbó Pizza","Margarita pizza (32cm)","1190",4.7,258,"Tisza Lajos Körút 59","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Szeged","Szeged Tisza Lajos Körút 59","Bagolyvárium (Körúti Antikvárium), 59, Tisza Lajos körút, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6722, Magyarország",46.2532347,20.1452516,46.2546312,20.1486016,"0.3013661555644085 km","32"
"272","Turbó Pizza","Margarita pizza (50cm)","2890",4.7,258,"Tisza Lajos Körút 59","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Szeged","Szeged Tisza Lajos Körút 59","Bagolyvárium (Körúti Antikvárium), 59, Tisza Lajos körút, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6722, Magyarország",46.2532347,20.1452516,46.2546312,20.1486016,"0.3013661555644085 km","50"
"273","Turbó Pizza","Margarita pizza (28cm)","990",4.7,258,"Tisza Lajos Körút 59","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Szeged","Szeged Tisza Lajos Körút 59","Bagolyvárium (Körúti Antikvárium), 59, Tisza Lajos körút, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6722, Magyarország",46.2532347,20.1452516,46.2546312,20.1486016,"0.3013661555644085 km","28"
"274","Új Duplapizza","Margherita pizza (32cm)","1740",4.7,215,"Esztergár Lajos utca 10","Pizza","Készpénzes fizetés",NA,NA,NA,"Pécs","Pécs Esztergár Lajos utca 10","Esztergár Lajos utca, Uránbányász-tér, Uránváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7633, Magyarország",46.0636314,18.1942527,46.0763222,18.2280746,"2.9726591294328517 km","32"
"275","Új Duplapizza","Margherita variáció (32cm)","2990",4.7,215,"Esztergár Lajos utca 10","Pizza","Készpénzes fizetés",NA,NA,NA,"Pécs","Pécs Esztergár Lajos utca 10","Esztergár Lajos utca, Uránbányász-tér, Uránváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7633, Magyarország",46.0636314,18.1942527,46.0763222,18.2280746,"2.9726591294328517 km","32"
"276","UNI-Pizza","Margherita pizza (32cm)","1490",4.4,15,"Egyetemváros A/6","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Miskolc","Miskolc Egyetemváros A/6","Egyetemváros, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3515, Magyarország",48.0811234,20.766029,48.1031503,20.7901985,"3.03978018398194 km","32"
"277","Upps a la Pasta, Pizza & Bar","Margherita pizza (32cm)","1390",4.2,47,"Egyetem tér 1","Nemzetközi","Tészta","Pizza","Tészta","Készpénzes fizetés","Debrecen","Debrecen Egyetem tér 1","Koli Klub, 1, Egyetem tér, Sestakert, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4032, Magyarország",47.5556013,21.6235573,47.531399,21.6259782,"2.697011172750957 km","32"
"278","Valentino Pizzéria","Margherita pizza (46cm)","2820",4.9,58,"Kuruc utca 37","Pizza","Készpénzes fizetés",NA,NA,NA,"Miskolc","Miskolc Kuruc utca 37","37, Kuruc utca, Diósgyõri-lakótelep, Berekalja, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3535, Magyarország",48.1031987,20.6891349,48.1031503,20.7901985,"7.526858124369388 km","46"
"279","Valentino Pizzéria","Margherita pizza (30cm)","1150",4.9,58,"Kuruc utca 37","Pizza","Készpénzes fizetés",NA,NA,NA,"Miskolc","Miskolc Kuruc utca 37","37, Kuruc utca, Diósgyõri-lakótelep, Berekalja, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3535, Magyarország",48.1031987,20.6891349,48.1031503,20.7901985,"7.526858124369388 km","30"
"280","Vapiano Belváros","Margherita pizza (30cm)","1590",4.2,228,"Vörösmarty tér 3","Olasz","Pizza","Saláta","Tészta","NetPincér GO","Budapest","Budapest Vörösmarty tér 3","Vapiano Fashion Street, 3, Vörösmarty tér, Belváros, Budapest, Közép-Magyarország, 1051, Magyarország",47.4964954,19.0512812,47.4983815,19.0404707,"0.841100789359094 km","30"
"281","Vidocq Étterem","Margarita pizza (36cm)","2380",4,130,"Lajos utca 98","Olasz","Magyaros","Pizza","Készpénzes fizetés",NA,"Budapest","Budapest Lajos utca 98","Vidocq Étterem, 98, Lajos utca, Óbuda, III. kerület, Budapest, Közép-Magyarország, 1036, Magyarország",47.5330609,19.0407838,47.4983815,19.0404707,"3.855758852990389 km","36"
"282","Vidocq Étterem","Margarita pizza (32cm)","1680",4,130,"Lajos utca 98","Olasz","Magyaros","Pizza","Készpénzes fizetés",NA,"Budapest","Budapest Lajos utca 98","Vidocq Étterem, 98, Lajos utca, Óbuda, III. kerület, Budapest, Közép-Magyarország, 1036, Magyarország",47.5330609,19.0407838,47.4983815,19.0404707,"3.855758852990389 km","32"
"283","Zero Street Food","Margherita pizza (32cm)","1990",4.5,97,"Jókai utca 1","Pizza","Amerikai","Hamburger","Ételérzékenyeknek is","Készpénzes fizetés","Szeged","Szeged Jókai utca 1","Burger King, 1, Jókai utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.2494411,20.1457438,46.2546312,20.1486016,"0.6175671862367735 km","32"
"284","15 Perc Pizza Expressz","Coca-Cola szénsavas üdítõital 0.5l","499",4,389,"Dessewffy utca 5","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Budapest","Budapest Dessewffy utca 5","15 Perc Pizza, 5, Dessewffy utca, Terézváros, Budapest, Közép-Magyarország, 1066, Magyarország",47.5041922,19.0556617,47.4983815,19.0404707,"1.3142607404295563 km","0.5"
"285","15 Perc Pizza Expressz","Coca-Cola szénsavas üdítõital 0.5l","499",4,389,"Dessewffy utca 5","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Budapest","Budapest Dessewffy utca 5","15 Perc Pizza, 5, Dessewffy utca, Terézváros, Budapest, Közép-Magyarország, 1066, Magyarország",47.5041922,19.0556617,47.4983815,19.0404707,"1.3142607404295563 km","0.5"
"286","50minutes","Coca-Cola szénsavas üdítõital 0.5l","400",4.6,398,"Fõ utca 51","Olasz","Magyaros","Hamburger","Pizza","Algida","Budapest","Budapest Fõ utca 51","51, Fõ utca, Víziváros, Budapest, Közép-Magyarország, 1027, Magyarország",47.50821935,19.0384802,47.4983815,19.0404707,"1.1040109564494742 km","0.5"
"287","50minutes","Coca-Cola szénsavas üdítõital 0.5l","400",4.6,398,"Fõ utca 51","Olasz","Magyaros","Hamburger","Pizza","Algida","Budapest","Budapest Fõ utca 51","51, Fõ utca, Víziváros, Budapest, Közép-Magyarország, 1027, Magyarország",47.50821935,19.0384802,47.4983815,19.0404707,"1.1040109564494742 km","0.5"
"288","50minutes","Coca-Cola Light szénsavas üdítõital 0.5l","400",4.6,398,"Fõ utca 51","Olasz","Magyaros","Hamburger","Pizza","Algida","Budapest","Budapest Fõ utca 51","51, Fõ utca, Víziváros, Budapest, Közép-Magyarország, 1027, Magyarország",47.50821935,19.0384802,47.4983815,19.0404707,"1.1040109564494742 km","0.5"
"289","50minutes","Coca-Cola Light szénsavas üdítõital 0.5l","400",4.6,398,"Fõ utca 51","Olasz","Magyaros","Hamburger","Pizza","Algida","Budapest","Budapest Fõ utca 51","51, Fõ utca, Víziváros, Budapest, Közép-Magyarország, 1027, Magyarország",47.50821935,19.0384802,47.4983815,19.0404707,"1.1040109564494742 km","0.5"
"290","All About Street Food","Coca-Cola szénsavas üdítõital 0.5l","590",4.7,244,"Múzeum utca 7","Pizza","Szendvics","Amerikai","Hamburger","Algida","Budapest","Budapest Múzeum utca 7","Muzikum Klub, 7, Múzeum utca, Palotanegyed, Budapest, Közép-Magyarország, 1088, Magyarország",47.4900283,19.0631513,47.4983815,19.0404707,"1.9450642560727984 km","0.5"
"291","All About Street Food","Coca-Cola Zero szénsavas üdítõital 0.5l","590",4.7,244,"Múzeum utca 7","Pizza","Szendvics","Amerikai","Hamburger","Algida","Budapest","Budapest Múzeum utca 7","Muzikum Klub, 7, Múzeum utca, Palotanegyed, Budapest, Közép-Magyarország, 1088, Magyarország",47.4900283,19.0631513,47.4983815,19.0404707,"1.9450642560727984 km","0.5"
"292","BITE Bakery Café - Oktogon","Coca-Cola szénsavas üdítõital 0.5l","590",4.9,24,"Oktogon 4","Pizza","Reggelizõhely","Pékség","NetPincér GO","SZÉP kártyás fizetés","Budapest","Budapest Oktogon 4","Made in Pasta, 4, Oktogon, Terézváros, Budapest, Közép-Magyarország, 1067, Magyarország",47.5057088,19.0635912,47.4983815,19.0404707,"1.9229983734852263 km","0.5"
"293","BITE Bakery Café - Oktogon","Coca-Cola Light szénsavas üdítõital 0.5l","590",4.9,24,"Oktogon 4","Pizza","Reggelizõhely","Pékség","NetPincér GO","SZÉP kártyás fizetés","Budapest","Budapest Oktogon 4","Made in Pasta, 4, Oktogon, Terézváros, Budapest, Közép-Magyarország, 1067, Magyarország",47.5057088,19.0635912,47.4983815,19.0404707,"1.9229983734852263 km","0.5"
"294","BITE Bakery Café - Oktogon","Coca-Cola Zero szénsavas üdítõital 0.5l","590",4.9,24,"Oktogon 4","Pizza","Reggelizõhely","Pékség","NetPincér GO","SZÉP kártyás fizetés","Budapest","Budapest Oktogon 4","Made in Pasta, 4, Oktogon, Terézváros, Budapest, Közép-Magyarország, 1067, Magyarország",47.5057088,19.0635912,47.4983815,19.0404707,"1.9229983734852263 km","0.5"
"295","Boss Pizzéria és Hamburger Bár","Coca-Cola Zero szénsavas üdítõital 0.5l","380",5,1,"Dorozsmai út 191","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Szeged","Szeged Dorozsmai út 191","Dorozsmai út, Iparváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6728, Magyarország",46.2668937,20.1075888,46.2546312,20.1486016,"3.44330518928121 km","0.5"
"296","Boss Pizzéria és Hamburger Bár","Coca-Cola szénsavas üdítõital 0.5l","380",5,1,"Dorozsmai út 191","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Szeged","Szeged Dorozsmai út 191","Dorozsmai út, Iparváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6728, Magyarország",46.2668937,20.1075888,46.2546312,20.1486016,"3.44330518928121 km","0.5"
"297","Casanova Pizza","Coca-Cola szénsavas üdítõital 0.5l","350",3.5,112,"Baross Gábor utca 27","Olasz","Magyaros","Mexikói","Hamburger","Amerikai","Debrecen","Debrecen Baross Gábor utca 27","Baross Gábor utca, Kandia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5300366,21.6376453,47.531399,21.6259782,"0.8914907305111487 km","0.5"
"298","Casanova Pizza","Coca-Cola Zero szénsavas üdítõital 0.5l","350",3.5,112,"Baross Gábor utca 27","Olasz","Magyaros","Mexikói","Hamburger","Amerikai","Debrecen","Debrecen Baross Gábor utca 27","Baross Gábor utca, Kandia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5300366,21.6376453,47.531399,21.6259782,"0.8914907305111487 km","0.5"
"299","Chef House","Coca-Cola szénsavas üdítõital 0.5l","350",4.7,50,"Egyetemváros A/6.","Pizza","Magyaros","Hamburger","Készpénzes fizetés",NA,"Miskolc","Miskolc Egyetemváros A/6.","Egyetemváros, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3515, Magyarország",48.0811234,20.766029,48.1031503,20.7901985,"3.03978018398194 km","0.5"
"300","Chef House","Coca-Cola Zero szénsavas üdítõital 0.5l","350",4.7,50,"Egyetemváros A/6.","Pizza","Magyaros","Hamburger","Készpénzes fizetés",NA,"Miskolc","Miskolc Egyetemváros A/6.","Egyetemváros, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3515, Magyarország",48.0811234,20.766029,48.1031503,20.7901985,"3.03978018398194 km","0.5"
"301","Döner-Kebab Pizzéria","Coca-Cola szénsavas üdítõital 0.5l","370",4.7,520,"Mikepércsi út 10","Pizza","Magyaros","Görög","Török","Készpénzes fizetés","Debrecen","Debrecen Mikepércsi út 10","Mikepércsi út, Epreskert, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4030, Magyarország",47.5019142,21.6309493,47.531399,21.6259782,"3.2994604811186194 km","0.5"
"302","Döner-Kebab Pizzéria","Coca-Cola Zero Lemon szénsavas üdítõital 0.5l","370",4.7,520,"Mikepércsi út 10","Pizza","Magyaros","Görög","Török","Készpénzes fizetés","Debrecen","Debrecen Mikepércsi út 10","Mikepércsi út, Epreskert, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4030, Magyarország",47.5019142,21.6309493,47.531399,21.6259782,"3.2994604811186194 km","0.5"
"303","Döner-Kebab Pizzéria","Coca-Cola Zero szénsavas üdítõital 0.5l","370",4.7,520,"Mikepércsi út 10","Pizza","Magyaros","Görög","Török","Készpénzes fizetés","Debrecen","Debrecen Mikepércsi út 10","Mikepércsi út, Epreskert, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4030, Magyarország",47.5019142,21.6309493,47.531399,21.6259782,"3.2994604811186194 km","0.5"
"304","Duna Döner Szeged","Coca-Cola Zero Vanilla szénsavas üdítõital 0.5l","490",4.7,450,"Oskola utca 23","Pizza","Hamburger","Grill","Török","NetPincér GO","Szeged","Szeged Oskola utca 23","Duna Döner, 23, Oskola utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.250014,20.1491409,46.2546312,20.1486016,"0.5149126536756814 km","0.5"
"305","Duna Döner Szeged","Coca-Cola Light szénsavas üdítõital 0.5l","490",4.7,450,"Oskola utca 23","Pizza","Hamburger","Grill","Török","NetPincér GO","Szeged","Szeged Oskola utca 23","Duna Döner, 23, Oskola utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.250014,20.1491409,46.2546312,20.1486016,"0.5149126536756814 km","0.5"
"306","Duna Döner Szeged","Coca-Cola szénsavas üdítõital 0.5l","490",4.7,450,"Oskola utca 23","Pizza","Hamburger","Grill","Török","NetPincér GO","Szeged","Szeged Oskola utca 23","Duna Döner, 23, Oskola utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.250014,20.1491409,46.2546312,20.1486016,"0.5149126536756814 km","0.5"
"307","Duna Döner Szeged","Coca-Cola Zero Lemon szénsavas üdítõital 0.5l","490",4.7,450,"Oskola utca 23","Pizza","Hamburger","Grill","Török","NetPincér GO","Szeged","Szeged Oskola utca 23","Duna Döner, 23, Oskola utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.250014,20.1491409,46.2546312,20.1486016,"0.5149126536756814 km","0.5"
"308","Full Pizza","Coca-Cola Zero szénsavas üdítõital 0.5l","390",4.5,225,"Sarló utca 2","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Debrecen","Debrecen Sarló utca 2","Valhalla Sörözõ, 2, Sarló utca, Sámsonikert, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4028, Magyarország",47.5382002,21.6397525,47.531399,21.6259782,"1.2835118769096603 km","0.5"
"309","Full Pizza","Coca-Cola Zero Lemon szénsavas üdítõital 0.5l","390",4.5,225,"Sarló utca 2","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Debrecen","Debrecen Sarló utca 2","Valhalla Sörözõ, 2, Sarló utca, Sámsonikert, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4028, Magyarország",47.5382002,21.6397525,47.531399,21.6259782,"1.2835118769096603 km","0.5"
"310","Full Pizza","Coca-Cola szénsavas üdítõital 0.5l","390",4.5,225,"Sarló utca 2","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Debrecen","Debrecen Sarló utca 2","Valhalla Sörözõ, 2, Sarló utca, Sámsonikert, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4028, Magyarország",47.5382002,21.6397525,47.531399,21.6259782,"1.2835118769096603 km","0.5"
"311","Görög Pizzéria","Coca-Cola szénsavas üdítõital 0.5l","380",4.7,101,"Fürj utca 29","Magyaros","Pizza","Készpénzes fizetés",NA,NA,"Szeged","Szeged Fürj utca 29","Görög Pizzéria, 29, Fürj utca, Tömörkény-üdülõtelep, Újszeged, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6726, Magyarország",46.2513936,20.1721549,46.2546312,20.1486016,"1.8514943974042366 km","0.5"
"312","Grand Re Pizza Hungary","Coca-Cola szénsavas üdítõital 0.5l","350",4.7,119,"Akácfa utca 65.","Pizza","NetPincér GO","SZÉP kártyás fizetés","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Akácfa utca 65.","65, Akácfa utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1073, Magyarország",47.5018885,19.063689,47.4983815,19.0404707,"1.792271797767323 km","0.5"
"313","Grand Re Pizza Hungary","Coca-Cola Zero szénsavas üdítõital 0.5l","350",4.7,119,"Akácfa utca 65.","Pizza","NetPincér GO","SZÉP kártyás fizetés","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Akácfa utca 65.","65, Akácfa utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1073, Magyarország",47.5018885,19.063689,47.4983815,19.0404707,"1.792271797767323 km","0.5"
"314","Happy Hippo","Coca-Cola szénsavas üdítõital (0,5l)","420",4.8,462,"Esztergár Lajos utca 10","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Pécs","Pécs Esztergár Lajos utca 10","Esztergár Lajos utca, Uránbányász-tér, Uránváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7633, Magyarország",46.0636314,18.1942527,46.0763222,18.2280746,"2.9726591294328517 km","05"
"315","Ibolya Pizza","Coca-Cola Zero szénsavas üdítõital 0.5l","400",4.3,24,"Ferenciek tere 5","Magyaros","Pizza","NetPincér GO","SZÉP kártyás fizetés","Érintkezésmentes kiszállítás","Budapest","Budapest Ferenciek tere 5","Ibolya espresso, 5, Ferenciek tere, Belváros, Budapest, Közép-Magyarország, 1053, Magyarország",47.4922815,19.0564725,47.4983815,19.0404707,"1.3833887889540222 km","0.5"
"316","Pálma Pub","Coca-Cola szénsavas üdítõital 0.5l","450",4.6,66,"Simonyi utca 44","Olasz","Magyaros","Grill","Pizza","Grill","Debrecen","Debrecen Simonyi utca 44","Simonyi út, Nagyerdõ, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4032, Magyarország",47.5457523,21.6267052,47.531399,21.6259782,"1.5967575208467644 km","0.5"
"317","Pálma Pub","Coca-Cola Light szénsavas üdítõital 0.5l","450",4.6,66,"Simonyi utca 44","Olasz","Magyaros","Grill","Pizza","Grill","Debrecen","Debrecen Simonyi utca 44","Simonyi út, Nagyerdõ, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4032, Magyarország",47.5457523,21.6267052,47.531399,21.6259782,"1.5967575208467644 km","0.5"
"318","Patkó Bandi Étterem-Sörözõ","Coca-Cola szénsavas üdítõital 0.5l","490",4.6,12,"Váci út 12","Magyaros","Hamburger","Pizza","NetPincér GO","SZÉP kártyás fizetés","Budapest","Budapest Váci út 12","12, Váci út, Újlipótváros, VI. kerület, Budapest, Közép-Magyarország, 1132, Magyarország",47.5128519,19.057197,47.4983815,19.0404707,"2.043561772152234 km","0.5"
